id,date,excercise_list,workout_fun_factor,duration,cals_burnt,mood,activeness
123,20100503,"[6, 15, 45, 1, 8, 0, 0, 0, 0, 0, 0, 0]",5.0,100.0,500.0,1.0,2.0
124,20100504,"[34, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,30.0,75.0,0.0,0.0
125,20100505,"[24, 32, 37, 26, 15, 45, 0, 0, 0, 0, 0, 0]",4.0,130.0,888.3333333333335,2.0,2.0
126,20100506,"[14, 1, 15, 45, 8, 0, 0, 0, 0, 0, 0, 0]",2.0,60.0,252.0,1.0,0.0
127,20100507,"[23, 28, 25, 35, 50, 0, 0, 0, 0, 0, 0, 0]",3.0,90.0,972.0,1.0,2.0
128,20100508,"[3, 23, 43, 11, 10, 4, 0, 0, 0, 0, 0, 0]",4.0,100.0,633.3333333333335,2.0,2.0
129,20100509,"[44, 15, 45, 8, 1, 0, 0, 0, 0, 0, 0, 0]",3.0,75.0,330.0,1.0,1.0
130,20100510,"[3, 23, 43, 11, 10, 4, 0, 0, 0, 0, 0, 0]",4.0,100.0,633.3333333333335,2.0,2.0
131,20100511,"[33, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5.0,90.0,292.5,1.0,1.0
132,20100512,"[5, 6, 15, 45, 1, 0, 0, 0, 0, 0, 0, 0]",4.0,80.0,424.0,0.0,1.0
133,20100513,"[14, 1, 15, 45, 8, 0, 0, 0, 0, 0, 0, 0]",2.0,60.0,252.0,2.0,0.0
134,20100514,"[24, 32, 37, 26, 15, 45, 0, 0, 0, 0, 0, 0]",4.0,130.0,888.3333333333335,1.0,2.0
135,20100515,"[23, 28, 25, 35, 50, 0, 0, 0, 0, 0, 0, 0]",3.0,90.0,972.0,0.0,2.0
136,20100516,"[43, 11, 10, 4, 0, 0, 0, 0, 0, 0, 0, 0]",2.0,45.0,219.375,0.0,1.0
137,20100517,"[13, 39, 37, 44, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,65.0,390.0,2.0,1.0
138,20100518,"[6, 15, 45, 1, 8, 0, 0, 0, 0, 0, 0, 0]",5.0,100.0,500.0,1.0,2.0
139,20100519,"[34, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,30.0,75.0,0.0,0.0
140,20100520,"[24, 32, 37, 26, 15, 45, 0, 0, 0, 0, 0, 0]",4.0,130.0,888.3333333333335,2.0,2.0
141,20100521,"[14, 1, 15, 45, 8, 0, 0, 0, 0, 0, 0, 0]",2.0,60.0,252.0,1.0,0.0
142,20100522,"[23, 28, 25, 35, 50, 0, 0, 0, 0, 0, 0, 0]",3.0,90.0,972.0,1.0,2.0
143,20100523,"[24, 22, 4, 11, 12, 0, 0, 0, 0, 0, 0, 0]",4.0,75.0,465.0,1.0,2.0
144,20100524,"[31, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,60.0,195.0,0.0,1.0
145,20100525,"[7, 13, 39, 37, 0, 0, 0, 0, 0, 0, 0, 0]",2.0,45.0,286.875,1.0,0.0
146,20100526,"[23, 12, 50, 24, 29, 0, 0, 0, 0, 0, 0, 0]",4.0,80.0,744.0,2.0,1.0
147,20100527,"[5, 6, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,30.0,185.0,1.0,1.0
148,20100528,"[30, 26, 49, 24, 0, 0, 0, 0, 0, 0, 0, 0]",5.0,90.0,922.5,2.0,2.0
149,20100529,"[7, 44, 14, 20, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,60.0,270.0,0.0,1.0
150,20100530,"[22, 24, 32, 37, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,60.0,405.0,2.0,2.0
151,20100531,"[9, 43, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,45.0,219.375,1.0,0.0
152,20100601,"[3, 1, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2.0,30.0,175.0,0.0,1.0
153,20100602,"[35, 27, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,45.0,487.5,1.0,2.0
154,20100603,"[34, 33, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,60.0,180.0,2.0,0.0
155,20100604,"[13, 39, 37, 44, 0, 0, 0, 0, 0, 0, 0, 0]",2.0,45.0,270.0,1.0,0.0
156,20100605,"[23, 12, 50, 24, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,80.0,730.0,2.0,1.0
157,20100606,"[5, 6, 45, 20, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,45.0,236.25,1.0,1.0
158,20100607,"[3, 23, 44, 26, 13, 0, 0, 0, 0, 0, 0, 0]",4.0,100.0,770.0,1.0,1.0
159,20100608,"[49, 29, 35, 24, 22, 46, 0, 0, 0, 0, 0, 0]",3.0,75.0,600.0,2.0,2.0
160,20100609,"[20, 17, 19, 27, 24, 2, 0, 0, 0, 0, 0, 0]",2.0,40.0,263.33333333333337,0.0,1.0
161,20100610,"[9, 43, 42, 23, 0, 0, 0, 0, 0, 0, 0, 0]",5.0,130.0,689.0,2.0,2.0
162,20100611,"[32, 31, 34, 33, 1, 14, 0, 0, 0, 0, 0, 0]",3.0,90.0,315.0,1.0,1.0
163,20100612,"[36, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,120.0,428.57142857142856,2.0,0.0
164,20100613,"[44, 13, 39, 37, 25, 24, 0, 0, 0, 0, 0, 0]",3.0,70.0,490.0,1.0,2.0
165,20100614,"[15, 45, 5, 6, 43, 42, 0, 0, 0, 0, 0, 0]",4.0,85.0,460.4166666666666,2.0,1.0
166,20100615,"[50, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,100.0,330.0,1.0,0.0
167,20100616,"[16, 5, 6, 14, 7, 0, 0, 0, 0, 0, 0, 0]",3.0,60.0,360.0,0.0,2.0
168,20100617,"[20, 17, 19, 27, 24, 2, 0, 0, 0, 0, 0, 0]",2.0,40.0,263.33333333333337,0.0,1.0
169,20100618,"[32, 31, 34, 33, 1, 14, 0, 0, 0, 0, 0, 0]",3.0,90.0,315.0,1.0,1.0
170,20100619,"[36, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,120.0,428.57142857142856,2.0,0.0
171,20100620,"[44, 13, 39, 37, 25, 24, 0, 0, 0, 0, 0, 0]",3.0,70.0,490.0,1.0,2.0
172,20100621,"[15, 45, 5, 6, 43, 42, 0, 0, 0, 0, 0, 0]",4.0,85.0,460.4166666666666,2.0,1.0
173,20100622,"[50, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,100.0,330.0,1.0,0.0
174,20100623,"[16, 5, 6, 14, 7, 0, 0, 0, 0, 0, 0, 0]",3.0,60.0,360.0,0.0,2.0
175,20100624,"[20, 17, 19, 27, 24, 2, 0, 0, 0, 0, 0, 0]",2.0,40.0,263.33333333333337,0.0,1.0
176,20100625,"[32, 31, 34, 33, 1, 14, 0, 0, 0, 0, 0, 0]",3.0,90.0,315.0,1.0,1.0
177,20100626,"[36, 4, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,120.0,428.57142857142856,2.0,0.0
178,20100627,"[44, 13, 39, 37, 25, 24, 0, 0, 0, 0, 0, 0]",3.0,70.0,490.0,1.0,2.0
179,20100628,"[15, 45, 5, 6, 43, 42, 0, 0, 0, 0, 0, 0]",4.0,85.0,460.4166666666666,2.0,1.0
180,20100629,"[20, 24, 11, 8, 14, 0, 0, 0, 0, 0, 0, 0]",3.0,80.0,392.0,1.0,2.0
181,20100630,"[26, 41, 28, 13, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,90.0,720.0,2.0,1.0
182,20100701,"[32, 44, 13, 50, 17, 0, 0, 0, 0, 0, 0, 0]",3.0,65.0,364.0,1.0,1.0
183,20100702,"[29, 24, 46, 6, 27, 0, 0, 0, 0, 0, 0, 0]",4.0,100.0,770.0,2.0,0.0
184,20100703,"[15, 45, 5, 23, 2, 0, 0, 0, 0, 0, 0, 0]",4.0,80.0,568.0,1.0,2.0
185,20100704,"[23, 28, 25, 50, 44, 0, 0, 0, 0, 0, 0, 0]",5.0,120.0,1116.0,2.0,2.0
186,20100705,"[20, 10, 22, 48, 13, 0, 0, 0, 0, 0, 0, 0]",3.0,75.0,367.5,1.0,1.0
187,20100706,"[14, 2, 24, 6, 3, 0, 0, 0, 0, 0, 0, 0]",4.0,85.0,688.5,2.0,1.0
188,20100707,"[44, 50, 27, 1, 3, 0, 0, 0, 0, 0, 0, 0]",3.0,90.0,657.0,1.0,2.0
189,20100708,"[20, 19, 46, 17, 12, 0, 0, 0, 0, 0, 0, 0]",3.0,60.0,246.0,0.0,1.0
190,20100709,"[30, 24, 9, 25, 41, 0, 0, 0, 0, 0, 0, 0]",4.0,110.0,1078.0,2.0,2.0
191,20100710,"[44, 22, 39, 15, 4, 0, 0, 0, 0, 0, 0, 0]",4.0,95.0,446.5,1.0,1.0
192,20100711,"[26, 43, 27, 13, 5, 0, 0, 0, 0, 0, 0, 0]",5.0,120.0,852.0,2.0,2.0
193,20100712,"[20, 48, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,100.0,480.0,1.0,1.0
194,20100713,"[44, 24, 10, 17, 7, 0, 0, 0, 0, 0, 0, 0]",4.0,90.0,513.0,2.0,1.0
195,20100714,"[29, 49, 35, 4, 12, 0, 0, 0, 0, 0, 0, 0]",3.0,75.0,697.5,1.0,2.0
196,20100715,"[45, 5, 6, 24, 25, 0, 0, 0, 0, 0, 0, 0]",4.0,80.0,584.0,2.0,1.0
197,20100716,"[20, 19, 46, 17, 12, 0, 0, 0, 0, 0, 0, 0]",3.0,60.0,246.0,0.0,1.0
198,20100717,"[44, 22, 39, 15, 4, 0, 0, 0, 0, 0, 0, 0]",4.0,95.0,446.5,1.0,1.0
199,20100718,"[26, 43, 27, 13, 5, 0, 0, 0, 0, 0, 0, 0]",5.0,120.0,852.0,2.0,2.0
200,20100719,"[20, 48, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,100.0,480.0,1.0,1.0
201,20100720,"[44, 24, 10, 17, 7, 0, 0, 0, 0, 0, 0, 0]",4.0,90.0,513.0,2.0,1.0
202,20100721,"[29, 49, 35, 4, 12, 0, 0, 0, 0, 0, 0, 0]",3.0,75.0,697.5,1.0,2.0
203,20100722,"[45, 5, 6, 24, 25, 0, 0, 0, 0, 0, 0, 0]",4.0,80.0,584.0,2.0,1.0
204,20100723,"[50, 48, 43, 42, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,70.0,507.5,2.0,2.0
205,20100724,"[3, 21, 8, 7, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,60.0,360.0,2.0,2.0
206,20100725,"[50, 48, 43, 42, 40, 35, 27, 25, 23, 2, 36, 0]",3.0,100.0,936.3636363636364,0.0,0.0
207,20100726,"[24, 4, 44, 2, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,60.0,472.5,1.0,2.0
208,20100727,"[29, 9, 50, 23, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,100.0,912.5,0.0,1.0
209,20100728,"[13, 39, 37, 44, 0, 0, 0, 0, 0, 0, 0, 0]",2.0,45.0,270.0,2.0,1.0
210,20100729,"[31, 33, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5.0,90.0,202.5,2.0,0.0
211,20100730,"[24, 44, 1, 15, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,30.0,165.0,1.0,2.0
212,20100731,"[30, 26, 49, 24, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,120.0,1230.0,2.0,2.0
213,20100801,"[8, 7, 13, 39, 0, 0, 0, 0, 0, 0, 0, 0]",3.0,60.0,307.5,0.0,1.0
214,20100802,"[1, 44, 14, 20, 0, 0, 0, 0, 0, 0, 0, 0]",2.0,45.0,174.375,2.0,0.0
215,20100803,"[22, 8, 13, 39, 0, 0, 0, 0, 0, 0, 0, 0]",4.0,90.0,405.0,1.0,2.0
